id,user_id,title,description,address,price,distance,apartment_size,room_size,roommates,bathrooms
31,61,Modern Apartment in the City,"Perfect for students, close to amenities and public transport.","Rosenbergstrasse 51, 9000 St. Gallen",1787.34,2.2,3.3,19.6,4,2
32,62,Affordable Flat for Students,Cozy apartment with modern furnishings and a central location.,"Brühlgasse 20, 9000 St. Gallen",903.65,0.9,3.5,15.7,4,2
33,63,Spacious Rooms in Prime Location,Spacious flat with great natural light and modern appliances.,"Neugasse 7, 9000 St. Gallen",969.5,2.5,2.0,20.2,3,1
34,64,Quiet Flat with a Great View,A quiet retreat with all necessary amenities for a comfortable stay.,"Marktplatz 5, 9000 St. Gallen",1447.88,0.8,4.4,15.4,3,2
35,66,Stylish Apartment in St. Gallen,An affordable option for students and young professionals.,"Gallusstrasse 10, 9000 St. Gallen",1746.7,1.9,4.9,12.6,1,2
36,67,Modern Apartment in the City,"Perfect for students, close to amenities and public transport.","Vadianstrasse 3, 9000 St. Gallen",1164.61,1.5,4.5,21.6,2,1
37,69,Affordable Flat for Students,Cozy apartment with modern furnishings and a central location.,"Multergasse 4, 9000 St. Gallen",1653.28,2.2,2.5,20.0,4,2
38,70,Spacious Rooms in Prime Location,Spacious flat with great natural light and modern appliances.,"Bohl 1, 9000 St. Gallen",1213.51,1.7,3.0,18.4,1,2
39,72,Quiet Flat with a Great View,A quiet retreat with all necessary amenities for a comfortable stay.,"Engelgasse 12, 9000 St. Gallen",1441.76,0.9,3.3,24.7,3,2
40,73,Stylish Apartment in St. Gallen,An affordable option for students and young professionals.,"Poststrasse 10, 9000 St. Gallen",1798.14,1.0,4.7,19.8,4,2
41,77,Modern Apartment in the City,"Perfect for students, close to amenities and public transport.","Notkerstrasse 6, 9000 St. Gallen",1955.91,0.9,3.8,14.7,1,2
42,81,Affordable Flat for Students,Cozy apartment with modern furnishings and a central location.,"Zwinglistrasse 15, 9000 St. Gallen",1300.12,2.6,4.8,20.0,3,2
43,83,Spacious Rooms in Prime Location,Spacious flat with great natural light and modern appliances.,"Schützengarten 8, 9000 St. Gallen",1519.14,2.7,3.5,23.4,1,1
44,84,Quiet Flat with a Great View,A quiet retreat with all necessary amenities for a comfortable stay.,"Stadthausgasse 5, 9000 St. Gallen",1207.08,1.2,3.7,19.1,2,2
45,85,Stylish Apartment in St. Gallen,An affordable option for students and young professionals.,"Lämmlisbrunnenstrasse 2, 9000 St. Gallen",951.44,1.2,4.8,20.4,3,2
46,86,Modern Apartment in the City,"Perfect for students, close to amenities and public transport.","Spisergasse 18, 9000 St. Gallen",1113.88,2.1,2.6,12.6,3,1
47,88,Affordable Flat for Students,Cozy apartment with modern furnishings and a central location.,"Rathausgasse 9, 9000 St. Gallen",1468.86,1.0,2.4,20.6,1,1
48,89,Spacious Rooms in Prime Location,Spacious flat with great natural light and modern appliances.,"Bahnhofstrasse 25, 9000 St. Gallen",1998.98,0.5,4.1,24.8,1,2
49,91,Quiet Flat with a Great View,A quiet retreat with all necessary amenities for a comfortable stay.,"Davidstrasse 10, 9000 St. Gallen",1000.28,3.0,2.2,19.6,4,2
50,92,Stylish Apartment in St. Gallen,An affordable option for students and young professionals.,"Schibenertorstrasse 3, 9000 St. Gallen",1835.1,1.1,4.1,10.8,2,1
51,94,Modern Apartment in the City,"Perfect for students, close to amenities and public transport.","Museumstrasse 7, 9000 St. Gallen",1578.66,1.7,3.2,11.4,3,1
52,95,Affordable Flat for Students,Cozy apartment with modern furnishings and a central location.,"Tigerbergstrasse 12, 9000 St. Gallen",1871.47,1.5,3.7,11.3,1,1
53,96,Spacious Rooms in Prime Location,Spacious flat with great natural light and modern appliances.,"Unterer Graben 20, 9000 St. Gallen",1659.14,1.3,2.2,16.9,3,2
54,97,Quiet Flat with a Great View,A quiet retreat with all necessary amenities for a comfortable stay.,"Oberer Graben 11, 9000 St. Gallen",1534.66,0.9,2.6,24.2,2,2
55,100,Stylish Apartment in St. Gallen,An affordable option for students and young professionals.,"Leonhardsstrasse 30, 9000 St. Gallen",1953.99,0.6,3.9,23.1,4,1
56,103,Modern Apartment in the City,"Perfect for students, close to amenities and public transport.","Gerbergasse 17, 9000 St. Gallen",1837.59,1.0,3.9,12.7,4,2
57,105,Affordable Flat for Students,Cozy apartment with modern furnishings and a central location.,"Winkelriedstrasse 22, 9000 St. Gallen",1440.11,2.5,2.9,23.6,2,1
58,109,Spacious Rooms in Prime Location,Spacious flat with great natural light and modern appliances.,"Schützengasse 4, 9000 St. Gallen",1381.2,2.7,2.6,12.7,1,2
59,110,Quiet Flat with a Great View,A quiet retreat with all necessary amenities for a comfortable stay.,"Webergasse 13, 9000 St. Gallen",916.03,1.9,3.5,15.1,4,1
60,116,Stylish Apartment in St. Gallen,An affordable option for students and young professionals.,"Kornhausstrasse 19, 9000 St. Gallen",1977.32,0.7,2.2,19.5,4,2
61,117,Modern Apartment in the City,"Perfect for students, close to amenities and public transport.","Rosenbergstrasse 51, 9000 St. Gallen",1784.8,1.6,3.9,23.9,1,1
62,119,Affordable Flat for Students,Cozy apartment with modern furnishings and a central location.,"Brühlgasse 20, 9000 St. Gallen",1793.62,1.5,2.7,23.8,2,2
63,123,Spacious Rooms in Prime Location,Spacious flat with great natural light and modern appliances.,"Neugasse 7, 9000 St. Gallen",1451.7,2.4,4.9,11.8,2,1
64,124,Quiet Flat with a Great View,A quiet retreat with all necessary amenities for a comfortable stay.,"Marktplatz 5, 9000 St. Gallen",1353.21,3.0,2.9,19.1,2,1
65,125,Stylish Apartment in St. Gallen,An affordable option for students and young professionals.,"Gallusstrasse 10, 9000 St. Gallen",1156.64,1.9,3.5,14.0,4,2
66,126,Modern Apartment in the City,"Perfect for students, close to amenities and public transport.","Vadianstrasse 3, 9000 St. Gallen",905.79,2.1,4.6,12.9,1,1
67,127,Affordable Flat for Students,Cozy apartment with modern furnishings and a central location.,"Multergasse 4, 9000 St. Gallen",1833.71,2.2,3.0,22.8,4,2
68,128,Spacious Rooms in Prime Location,Spacious flat with great natural light and modern appliances.,"Bohl 1, 9000 St. Gallen",1016.11,0.9,4.9,17.7,3,1
69,129,Quiet Flat with a Great View,A quiet retreat with all necessary amenities for a comfortable stay.,"Engelgasse 12, 9000 St. Gallen",1779.63,2.9,4.0,10.7,3,1
70,137,Stylish Apartment in St. Gallen,An affordable option for students and young professionals.,"Poststrasse 10, 9000 St. Gallen",1233.68,1.6,3.9,20.0,1,2
71,139,Modern Apartment in the City,"Perfect for students, close to amenities and public transport.","Notkerstrasse 6, 9000 St. Gallen",980.43,3.0,4.3,23.0,4,1
72,141,Affordable Flat for Students,Cozy apartment with modern furnishings and a central location.,"Zwinglistrasse 15, 9000 St. Gallen",1143.58,0.8,4.0,10.6,3,2
73,143,Spacious Rooms in Prime Location,Spacious flat with great natural light and modern appliances.,"Schützengarten 8, 9000 St. Gallen",1996.45,0.5,4.5,17.5,3,1
74,144,Quiet Flat with a Great View,A quiet retreat with all necessary amenities for a comfortable stay.,"Stadthausgasse 5, 9000 St. Gallen",1457.57,0.6,3.4,21.7,3,2
75,145,Stylish Apartment in St. Gallen,An affordable option for students and young professionals.,"Lämmlisbrunnenstrasse 2, 9000 St. Gallen",1048.91,0.9,5.0,16.4,4,1
76,147,Modern Apartment in the City,"Perfect for students, close to amenities and public transport.","Spisergasse 18, 9000 St. Gallen",1852.71,2.8,4.3,22.5,1,1
77,148,Affordable Flat for Students,Cozy apartment with modern furnishings and a central location.,"Rathausgasse 9, 9000 St. Gallen",1046.09,1.5,4.5,18.7,2,2
78,150,Spacious Rooms in Prime Location,Spacious flat with great natural light and modern appliances.,"Bahnhofstrasse 25, 9000 St. Gallen",877.74,1.7,3.5,21.5,1,2
79,151,Quiet Flat with a Great View,A quiet retreat with all necessary amenities for a comfortable stay.,"Davidstrasse 10, 9000 St. Gallen",886.74,0.7,4.1,20.9,3,2
80,152,Stylish Apartment in St. Gallen,An affordable option for students and young professionals.,"Schibenertorstrasse 3, 9000 St. Gallen",1733.22,1.7,3.8,20.4,4,2
81,153,Modern Apartment in the City,"Perfect for students, close to amenities and public transport.","Museumstrasse 7, 9000 St. Gallen",1098.76,2.7,2.1,14.5,2,2
82,154,Affordable Flat for Students,Cozy apartment with modern furnishings and a central location.,"Tigerbergstrasse 12, 9000 St. Gallen",1904.65,1.1,3.3,21.8,1,2
83,155,Spacious Rooms in Prime Location,Spacious flat with great natural light and modern appliances.,"Unterer Graben 20, 9000 St. Gallen",1592.67,1.0,2.9,21.6,4,1
84,156,Quiet Flat with a Great View,A quiet retreat with all necessary amenities for a comfortable stay.,"Oberer Graben 11, 9000 St. Gallen",1800.97,2.0,4.3,19.6,1,2
85,157,Stylish Apartment in St. Gallen,An affordable option for students and young professionals.,"Leonhardsstrasse 30, 9000 St. Gallen",1257.51,2.4,3.3,14.4,3,1
86,159,Modern Apartment in the City,"Perfect for students, close to amenities and public transport.","Gerbergasse 17, 9000 St. Gallen",1047.35,2.3,2.5,24.7,2,2
87,160,Affordable Flat for Students,Cozy apartment with modern furnishings and a central location.,"Winkelriedstrasse 22, 9000 St. Gallen",1875.87,3.0,3.9,11.6,3,2
88,164,Spacious Rooms in Prime Location,Spacious flat with great natural light and modern appliances.,"Schützengasse 4, 9000 St. Gallen",998.9,2.6,4.6,15.5,4,2
89,167,Quiet Flat with a Great View,A quiet retreat with all necessary amenities for a comfortable stay.,"Webergasse 13, 9000 St. Gallen",1638.53,1.6,4.5,14.4,3,2
90,170,Stylish Apartment in St. Gallen,An affordable option for students and young professionals.,"Kornhausstrasse 19, 9000 St. Gallen",1340.59,1.3,4.7,23.3,4,2
91,172,Modern Apartment in the City,"Perfect for students, close to amenities and public transport.","Rosenbergstrasse 51, 9000 St. Gallen",1397.28,1.6,4.8,20.3,1,2
92,175,Affordable Flat for Students,Cozy apartment with modern furnishings and a central location.,"Brühlgasse 20, 9000 St. Gallen",1121.46,0.6,4.7,17.0,4,1
93,176,Spacious Rooms in Prime Location,Spacious flat with great natural light and modern appliances.,"Neugasse 7, 9000 St. Gallen",1183.49,1.0,4.8,13.0,2,1
94,177,Quiet Flat with a Great View,A quiet retreat with all necessary amenities for a comfortable stay.,"Marktplatz 5, 9000 St. Gallen",1944.01,0.9,4.9,23.7,3,2
95,178,Stylish Apartment in St. Gallen,An affordable option for students and young professionals.,"Gallusstrasse 10, 9000 St. Gallen",1321.37,0.9,3.8,15.1,1,1
96,180,Modern Apartment in the City,"Perfect for students, close to amenities and public transport.","Vadianstrasse 3, 9000 St. Gallen",1284.59,2.2,2.2,21.9,4,2
97,181,Affordable Flat for Students,Cozy apartment with modern furnishings and a central location.,"Multergasse 4, 9000 St. Gallen",1550.45,2.8,4.9,11.0,1,2
98,185,Spacious Rooms in Prime Location,Spacious flat with great natural light and modern appliances.,"Bohl 1, 9000 St. Gallen",1577.84,1.6,2.1,21.0,3,2
99,186,Quiet Flat with a Great View,A quiet retreat with all necessary amenities for a comfortable stay.,"Engelgasse 12, 9000 St. Gallen",1265.01,1.0,5.0,22.9,1,1
100,187,Stylish Apartment in St. Gallen,An affordable option for students and young professionals.,"Poststrasse 10, 9000 St. Gallen",1770.37,0.7,2.9,16.6,1,2
101,189,Modern Apartment in the City,"Perfect for students, close to amenities and public transport.","Notkerstrasse 6, 9000 St. Gallen",1069.77,1.8,2.2,20.3,2,1
102,191,Affordable Flat for Students,Cozy apartment with modern furnishings and a central location.,"Zwinglistrasse 15, 9000 St. Gallen",1084.23,2.9,4.0,21.3,3,2
103,193,Spacious Rooms in Prime Location,Spacious flat with great natural light and modern appliances.,"Schützengarten 8, 9000 St. Gallen",929.97,1.4,4.6,20.5,1,2
104,197,Quiet Flat with a Great View,A quiet retreat with all necessary amenities for a comfortable stay.,"Stadthausgasse 5, 9000 St. Gallen",1929.36,2.7,4.6,13.4,4,1
105,201,Stylish Apartment in St. Gallen,An affordable option for students and young professionals.,"Lämmlisbrunnenstrasse 2, 9000 St. Gallen",1275.7,1.1,3.1,10.0,4,2
106,202,Modern Apartment in the City,"Perfect for students, close to amenities and public transport.","Spisergasse 18, 9000 St. Gallen",1580.92,3.0,4.1,19.6,3,1
107,203,Affordable Flat for Students,Cozy apartment with modern furnishings and a central location.,"Rathausgasse 9, 9000 St. Gallen",1873.37,0.7,4.1,17.6,1,2
108,205,Spacious Rooms in Prime Location,Spacious flat with great natural light and modern appliances.,"Bahnhofstrasse 25, 9000 St. Gallen",1868.54,1.8,4.3,16.8,3,2
109,207,Quiet Flat with a Great View,A quiet retreat with all necessary amenities for a comfortable stay.,"Davidstrasse 10, 9000 St. Gallen",1770.02,1.3,4.4,18.1,2,1
110,209,Stylish Apartment in St. Gallen,An affordable option for students and young professionals.,"Schibenertorstrasse 3, 9000 St. Gallen",1223.22,1.4,4.9,23.8,4,2
111,210,Modern Apartment in the City,"Perfect for students, close to amenities and public transport.","Museumstrasse 7, 9000 St. Gallen",1939.85,2.7,3.6,22.8,3,2
112,211,Affordable Flat for Students,Cozy apartment with modern furnishings and a central location.,"Tigerbergstrasse 12, 9000 St. Gallen",1032.4,2.6,3.8,15.1,2,2
113,212,Spacious Rooms in Prime Location,Spacious flat with great natural light and modern appliances.,"Unterer Graben 20, 9000 St. Gallen",1034.19,1.4,3.0,11.0,4,2
114,213,Quiet Flat with a Great View,A quiet retreat with all necessary amenities for a comfortable stay.,"Oberer Graben 11, 9000 St. Gallen",1995.16,1.4,2.1,16.6,4,1
115,214,Stylish Apartment in St. Gallen,An affordable option for students and young professionals.,"Leonhardsstrasse 30, 9000 St. Gallen",1483.8,1.7,4.7,23.7,2,1
116,215,Modern Apartment in the City,"Perfect for students, close to amenities and public transport.","Gerbergasse 17, 9000 St. Gallen",1332.56,1.2,3.7,16.9,1,2
117,217,Affordable Flat for Students,Cozy apartment with modern furnishings and a central location.,"Winkelriedstrasse 22, 9000 St. Gallen",824.62,1.4,5.0,22.8,3,1
118,218,Spacious Rooms in Prime Location,Spacious flat with great natural light and modern appliances.,"Schützengasse 4, 9000 St. Gallen",1258.46,2.7,4.8,22.8,4,1
119,221,Quiet Flat with a Great View,A quiet retreat with all necessary amenities for a comfortable stay.,"Webergasse 13, 9000 St. Gallen",1088.72,1.6,4.2,14.3,4,2
120,222,Stylish Apartment in St. Gallen,An affordable option for students and young professionals.,"Kornhausstrasse 19, 9000 St. Gallen",991.7,2.3,3.6,14.0,2,1
121,223,Modern Apartment in the City,"Perfect for students, close to amenities and public transport.","Rosenbergstrasse 51, 9000 St. Gallen",1320.05,2.4,2.6,10.8,4,2
122,225,Affordable Flat for Students,Cozy apartment with modern furnishings and a central location.,"Brühlgasse 20, 9000 St. Gallen",821.15,1.7,4.6,16.9,2,1
123,226,Spacious Rooms in Prime Location,Spacious flat with great natural light and modern appliances.,"Neugasse 7, 9000 St. Gallen",944.68,2.7,3.7,19.1,3,2
124,230,Quiet Flat with a Great View,A quiet retreat with all necessary amenities for a comfortable stay.,"Marktplatz 5, 9000 St. Gallen",1543.9,1.4,3.9,12.5,3,1
125,231,Stylish Apartment in St. Gallen,An affordable option for students and young professionals.,"Gallusstrasse 10, 9000 St. Gallen",1618.3,1.6,3.9,14.6,2,2
126,232,Modern Apartment in the City,"Perfect for students, close to amenities and public transport.","Vadianstrasse 3, 9000 St. Gallen",1838.65,2.1,3.0,17.0,4,2
127,237,Affordable Flat for Students,Cozy apartment with modern furnishings and a central location.,"Multergasse 4, 9000 St. Gallen",1388.1,2.2,2.9,16.0,2,1
128,238,Spacious Rooms in Prime Location,Spacious flat with great natural light and modern appliances.,"Bohl 1, 9000 St. Gallen",1458.0,2.8,3.6,14.1,3,1
129,239,Quiet Flat with a Great View,A quiet retreat with all necessary amenities for a comfortable stay.,"Engelgasse 12, 9000 St. Gallen",1264.41,1.9,4.4,11.9,2,2
130,242,Stylish Apartment in St. Gallen,An affordable option for students and young professionals.,"Poststrasse 10, 9000 St. Gallen",883.62,3.0,3.4,18.8,4,2
131,244,Modern Apartment in the City,"Perfect for students, close to amenities and public transport.","Notkerstrasse 6, 9000 St. Gallen",838.25,1.4,4.5,17.2,4,2
132,245,Affordable Flat for Students,Cozy apartment with modern furnishings and a central location.,"Zwinglistrasse 15, 9000 St. Gallen",936.33,2.3,2.1,12.4,2,1
133,249,Spacious Rooms in Prime Location,Spacious flat with great natural light and modern appliances.,"Schützengarten 8, 9000 St. Gallen",1186.16,0.6,4.5,23.6,3,2
134,255,Quiet Flat with a Great View,A quiet retreat with all necessary amenities for a comfortable stay.,"Stadthausgasse 5, 9000 St. Gallen",1073.01,2.1,3.8,18.3,1,1
135,258,Stylish Apartment in St. Gallen,An affordable option for students and young professionals.,"Lämmlisbrunnenstrasse 2, 9000 St. Gallen",981.54,3.0,2.8,12.9,3,2
136,259,Modern Apartment in the City,"Perfect for students, close to amenities and public transport.","Spisergasse 18, 9000 St. Gallen",1013.2,2.5,3.0,21.5,1,1
137,260,Affordable Flat for Students,Cozy apartment with modern furnishings and a central location.,"Rathausgasse 9, 9000 St. Gallen",1373.09,3.0,2.6,12.2,3,2
138,264,Spacious Rooms in Prime Location,Spacious flat with great natural light and modern appliances.,"Bahnhofstrasse 25, 9000 St. Gallen",965.35,1.8,4.8,18.1,3,1
139,265,Quiet Flat with a Great View,A quiet retreat with all necessary amenities for a comfortable stay.,"Davidstrasse 10, 9000 St. Gallen",1878.28,0.9,4.6,23.0,2,2
140,266,Stylish Apartment in St. Gallen,An affordable option for students and young professionals.,"Schibenertorstrasse 3, 9000 St. Gallen",1779.16,2.4,2.9,13.0,3,1
141,269,Modern Apartment in the City,"Perfect for students, close to amenities and public transport.","Museumstrasse 7, 9000 St. Gallen",1232.74,0.9,2.8,15.3,1,1
142,273,Affordable Flat for Students,Cozy apartment with modern furnishings and a central location.,"Tigerbergstrasse 12, 9000 St. Gallen",1445.89,1.6,4.9,15.4,4,1
143,274,Spacious Rooms in Prime Location,Spacious flat with great natural light and modern appliances.,"Unterer Graben 20, 9000 St. Gallen",1066.99,0.7,2.9,21.9,2,2
144,276,Quiet Flat with a Great View,A quiet retreat with all necessary amenities for a comfortable stay.,"Oberer Graben 11, 9000 St. Gallen",1675.52,2.4,3.6,15.2,4,2
145,277,Stylish Apartment in St. Gallen,An affordable option for students and young professionals.,"Leonhardsstrasse 30, 9000 St. Gallen",1232.52,0.6,4.1,21.5,4,1
146,278,Modern Apartment in the City,"Perfect for students, close to amenities and public transport.","Gerbergasse 17, 9000 St. Gallen",1542.4,2.0,4.5,11.2,4,2
147,279,Affordable Flat for Students,Cozy apartment with modern furnishings and a central location.,"Winkelriedstrasse 22, 9000 St. Gallen",1922.91,0.9,3.4,13.4,4,2
148,281,Spacious Rooms in Prime Location,Spacious flat with great natural light and modern appliances.,"Schützengasse 4, 9000 St. Gallen",1105.41,1.0,4.9,21.6,3,2
149,284,Quiet Flat with a Great View,A quiet retreat with all necessary amenities for a comfortable stay.,"Webergasse 13, 9000 St. Gallen",1949.94,2.5,2.7,16.6,1,2
150,287,Stylish Apartment in St. Gallen,An affordable option for students and young professionals.,"Kornhausstrasse 19, 9000 St. Gallen",1916.34,0.7,2.4,12.1,1,2
151,288,Modern Apartment in the City,"Perfect for students, close to amenities and public transport.","Rosenbergstrasse 51, 9000 St. Gallen",901.29,2.7,2.3,20.2,1,2
152,290,Affordable Flat for Students,Cozy apartment with modern furnishings and a central location.,"Brühlgasse 20, 9000 St. Gallen",995.27,2.9,4.7,21.8,2,1
153,291,Spacious Rooms in Prime Location,Spacious flat with great natural light and modern appliances.,"Neugasse 7, 9000 St. Gallen",1289.34,0.9,2.5,17.3,2,2
154,293,Quiet Flat with a Great View,A quiet retreat with all necessary amenities for a comfortable stay.,"Marktplatz 5, 9000 St. Gallen",1133.41,2.4,2.0,14.4,4,2
155,294,Stylish Apartment in St. Gallen,An affordable option for students and young professionals.,"Gallusstrasse 10, 9000 St. Gallen",1896.79,2.4,3.1,24.7,3,2
156,295,Modern Apartment in the City,"Perfect for students, close to amenities and public transport.","Vadianstrasse 3, 9000 St. Gallen",1623.09,0.9,3.9,10.9,1,1
157,296,Affordable Flat for Students,Cozy apartment with modern furnishings and a central location.,"Multergasse 4, 9000 St. Gallen",1864.34,1.2,4.6,22.4,4,2
158,298,Spacious Rooms in Prime Location,Spacious flat with great natural light and modern appliances.,"Bohl 1, 9000 St. Gallen",1695.54,0.7,3.7,10.9,2,2
159,304,Quiet Flat with a Great View,A quiet retreat with all necessary amenities for a comfortable stay.,"Engelgasse 12, 9000 St. Gallen",1541.16,2.9,2.1,12.8,3,1
160,306,Stylish Apartment in St. Gallen,An affordable option for students and young professionals.,"Poststrasse 10, 9000 St. Gallen",1573.01,1.3,3.8,14.4,4,1
161,307,Modern Apartment in the City,"Perfect for students, close to amenities and public transport.","Notkerstrasse 6, 9000 St. Gallen",1743.83,1.4,4.0,22.4,4,2
162,309,Affordable Flat for Students,Cozy apartment with modern furnishings and a central location.,"Zwinglistrasse 15, 9000 St. Gallen",810.4,2.1,3.3,22.9,2,1
163,310,Spacious Rooms in Prime Location,Spacious flat with great natural light and modern appliances.,"Schützengarten 8, 9000 St. Gallen",1376.69,1.1,4.8,12.4,4,2
164,311,Quiet Flat with a Great View,A quiet retreat with all necessary amenities for a comfortable stay.,"Stadthausgasse 5, 9000 St. Gallen",1040.58,1.9,4.6,18.8,2,2
165,313,Stylish Apartment in St. Gallen,An affordable option for students and young professionals.,"Lämmlisbrunnenstrasse 2, 9000 St. Gallen",937.08,2.4,2.2,23.8,1,2
166,318,Modern Apartment in the City,"Perfect for students, close to amenities and public transport.","Spisergasse 18, 9000 St. Gallen",864.59,1.1,4.3,10.5,1,1
167,319,Affordable Flat for Students,Cozy apartment with modern furnishings and a central location.,"Rathausgasse 9, 9000 St. Gallen",1042.46,1.9,4.7,23.8,3,2
168,320,Spacious Rooms in Prime Location,Spacious flat with great natural light and modern appliances.,"Bahnhofstrasse 25, 9000 St. Gallen",1251.71,1.6,4.9,17.6,1,1
169,321,Quiet Flat with a Great View,A quiet retreat with all necessary amenities for a comfortable stay.,"Davidstrasse 10, 9000 St. Gallen",1135.95,0.9,3.9,10.0,3,2
170,326,Stylish Apartment in St. Gallen,An affordable option for students and young professionals.,"Schibenertorstrasse 3, 9000 St. Gallen",837.24,2.9,4.7,13.6,1,1
171,327,Modern Apartment in the City,"Perfect for students, close to amenities and public transport.","Museumstrasse 7, 9000 St. Gallen",1321.77,1.9,4.1,12.1,2,2
172,330,Affordable Flat for Students,Cozy apartment with modern furnishings and a central location.,"Tigerbergstrasse 12, 9000 St. Gallen",1705.81,2.8,2.5,12.6,4,2
173,331,Spacious Rooms in Prime Location,Spacious flat with great natural light and modern appliances.,"Unterer Graben 20, 9000 St. Gallen",1786.18,1.0,3.5,23.6,2,1
174,332,Quiet Flat with a Great View,A quiet retreat with all necessary amenities for a comfortable stay.,"Oberer Graben 11, 9000 St. Gallen",1577.76,1.0,4.0,17.5,1,1
